,actual,forecast_1,forecast_2,forecast_3,forecast_4,forecast_5,forecast_6,forecast_7
2017-06-03,4.650000095367432,4.7372494,4.756454,4.756098,4.7593017,4.7603073,4.7608056,4.743666
2017-06-04,4.650000095367432,4.696297,4.7440963,4.7564683,4.7560263,4.7626276,4.7614245,4.7656612
2017-06-05,4.599999904632568,4.6817827,4.716806,4.744381,4.7564325,4.757656,4.7639136,4.764086
2017-06-06,4.679999828338623,4.6448107,4.69739,4.7177315,4.7446556,4.7570543,4.7581234,4.766702
2017-06-07,4.659999847412109,4.6732683,4.6676164,4.6982465,4.7186117,4.742334,4.7575307,4.7597055
2017-06-08,4.590000152587891,4.660799,4.673137,4.6687264,4.6991224,4.7097745,4.741747,4.758487
2017-06-09,4.769999980926514,4.6179876,4.665067,4.6733537,4.669973,4.690335,4.7072973,4.741171
2017-06-10,4.96999979019165,4.70315,4.636534,4.665238,4.673707,4.6569095,4.687717,4.7025003
2017-06-11,4.869999885559082,4.8310714,4.6779175,4.6373506,4.665616,4.6681914,4.6530313,4.682707
2017-06-12,4.820000171661377,4.8160696,4.7681437,4.6770334,4.638122,4.66031,4.666364,4.645152
2017-06-13,4.840000152587891,4.8073235,4.7900248,4.765231,4.676236,4.6282496,4.6581635,4.662648
2017-06-14,4.71999979019165,4.8242197,4.7984242,4.788287,4.7626486,4.6840425,4.62489,4.653437
2017-06-15,4.900000095367432,4.771745,4.8130703,4.79778,4.7864,4.7876987,4.685709,4.6169333
2017-06-16,4.869999885559082,4.869503,4.7894855,4.812504,4.79657,4.803227,4.795101,4.688212
2017-06-17,4.849999904632568,4.8672233,4.8436575,4.7901134,4.8117185,4.810833,4.8080764,4.8088202
2017-06-18,4.820000171661377,4.8507338,4.8541045,4.84274,4.790623,4.8253307,4.814527,4.817917
2017-06-19,4.800000190734863,4.82983,4.845116,4.8532844,4.8417645,4.787953,4.830052,4.821778
2017-06-20,5.0,4.817692,4.8321085,4.8447404,4.852677,4.8521695,4.7889113,4.8385777
2017-06-21,5.28000020980835,4.9211745,4.8237944,4.832141,4.844138,4.8596563,4.855965,4.7922845
2017-06-22,4.949999809265137,5.1039205,4.8820987,4.824067,4.8320465,4.848343,4.861962,4.867216
2017-06-23,5.019999980926514,4.971704,5.012969,4.880507,4.8242717,4.8353367,4.849891,4.868111
2017-06-24,4.900000095367432,5.0031857,4.9746027,5.008737,4.8790207,4.8234024,4.8358097,4.8535376
2017-06-25,5.190000057220459,4.946646,4.990088,4.9738035,5.004787,4.8941693,4.8238597,4.8374043
2017-06-26,5.010000228881836,5.104879,4.962904,4.9895597,4.972674,5.0435643,4.899008,4.823793
2017-06-27,5.03000020980835,5.0430565,5.0538607,4.963451,4.9881916,4.983198,5.0551786,4.910277
2017-06-28,5.0,5.0496235,5.0435643,5.051869,4.9639964,5.005331,4.986241,5.0794573
2017-06-29,4.869999885559082,5.0106416,5.045636,5.0430665,5.049857,4.967102,5.010223,4.992729
2017-06-30,4.920000076293945,4.943483,5.0141606,5.045467,5.04275,5.0694103,4.969104,5.0200124
2017-07-01,5.0,4.9494166,4.9745755,5.014263,5.044821,5.0470486,5.077719,4.9728217
2017-07-02,5.289999961853027,4.993201,4.9621515,4.9759145,5.0143647,5.0496125,5.048234,5.096767
2017-07-03,5.21999979019165,5.143074,4.9854045,4.9629946,4.9771447,5.0181017,5.051389,5.055776
2017-07-04,4.980000019073486,5.143377,5.0737467,4.9851985,4.963826,4.964859,5.0187483,5.054831
2017-07-05,5.070000171661377,5.030705,5.1059036,5.070741,4.9852986,4.9559035,4.962644,5.020805
2017-07-06,5.059999942779541,5.064055,5.054639,5.1036215,5.068016,4.983902,4.953542,4.9572444
2017-07-07,5.039999961853027,5.073301,5.0625978,5.0552645,5.1013856,5.091971,4.9835954,4.9516444
2017-07-08,5.039999961853027,5.0711184,5.074375,5.0627713,5.055196,5.122233,5.0989494,4.9829526
2017-07-09,4.949999809265137,5.0687504,5.076305,5.0744,5.062578,5.0565405,5.1275253,5.11332
2017-07-10,5.039999961853027,5.00133,5.0726953,5.0765285,5.0746512,5.070954,5.0565786,5.138055
2017-07-11,4.949999809265137,5.0260725,5.024003,5.0729084,5.076726,5.075631,5.0736423,5.054907
2017-07-12,5.039999961853027,4.984367,5.0236554,5.024992,5.0731196,5.072449,5.0778475,5.0783763
2017-07-13,4.960000038146973,5.022095,5.002197,5.023776,5.025978,5.0710998,5.072225,5.082784
2017-07-14,5.03000020980835,4.979989,5.0159917,5.002918,5.023927,5.0160575,5.0698314,5.0756893
2017-07-15,5.0,5.0113344,4.992827,5.015908,5.0038166,5.0218735,5.0131607,5.0693827
2017-07-16,5.070000171661377,4.9964375,5.0058026,4.9933004,5.0158052,4.9944882,5.0212317,5.005947
2017-07-17,5.28000020980835,5.039258,4.998781,5.005693,4.9939184,5.014614,4.9915814,5.02002
2017-07-18,5.210000038146973,5.159048,5.0257387,4.9988184,5.0055304,4.9879637,5.0141478,4.985638
2017-07-19,5.199999809265137,5.1591353,5.102851,5.0251865,4.9989758,5.0053873,4.985567,5.012915
2017-07-20,5.199999809265137,5.166928,5.131657,5.100342,5.0246105,4.997926,5.005408,4.9804945
2017-07-21,5.400000095367432,5.1820073,5.148195,5.1299286,5.0979867,5.029026,4.9971147,5.0041757
2017-07-22,5.0,5.3031607,5.1677456,5.147124,5.1281624,5.1217303,5.030497,4.995613
2017-07-23,5.03000020980835,5.122658,5.2485847,5.1669507,5.1455736,5.145347,5.1283875,5.0324764
2017-07-24,5.239999771118164,5.1133766,5.168547,5.2461367,5.165936,5.1621175,5.150577,5.142225
2017-07-25,5.590000152587891,5.2000656,5.1417475,5.1699266,5.24364,5.181207,5.1669383,5.1604543
2017-07-26,5.179999828338623,5.405581,5.175756,5.1433992,5.1710963,5.2708697,5.186094,5.177024
2017-07-27,5.21999979019165,5.231656,5.3105683,5.1750116,5.1444435,5.1612296,5.280481,5.1958685
2017-07-28,5.21999979019165,5.2375093,5.248952,5.306316,5.174744,5.1354,5.1590743,5.300722
2017-07-29,4.940000057220459,5.2191577,5.241929,5.2487197,5.3025584,5.182474,5.133244,5.1578856
2017-07-30,5.25,5.084462,5.22252,5.2422843,5.248268,5.3353405,5.1851525,5.130433
2017-07-31,5.769999980926514,5.2253394,5.1482224,5.222701,5.2417154,5.2500052,5.3465476,5.191642
2017-08-01,5.190000057220459,5.5191364,5.2061095,5.150938,5.2230377,5.2495785,5.249237,5.370065
2017-08-02,5.289999961853027,5.2538137,5.390832,5.2059355,5.153551,5.2286105,5.251109,5.2507653
2017-08-03,5.239999771118164,5.287643,5.282927,5.385228,5.205803,5.1260147,5.2309313,5.251624
2017-08-04,5.289999961853027,5.2602463,5.287943,5.2828584,5.3805275,5.2066407,5.1205177,5.2340374
2017-08-05,5.25,5.2910523,5.271402,5.288244,5.28261,5.4266434,5.206403,5.1107583
2017-08-06,5.579999923706055,5.288967,5.2886124,5.2718706,5.287306,5.2790074,5.440149,5.211289
2017-08-07,5.510000228881836,5.4663544,5.295851,5.288617,5.2725916,5.298341,5.2778454,5.4665413
2017-08-08,5.519999980926514,5.432499,5.399459,5.296112,5.2886243,5.2775016,5.299823,5.275246
2017-08-09,5.53000020980835,5.4657755,5.396878,5.396705,5.2964654,5.2857556,5.279485,5.3026404
2017-08-10,5.179999828338623,5.486462,5.436473,5.3946996,5.394074,5.292891,5.288479,5.2799096
2017-08-11,5.539999961853027,5.3186474,5.46197,5.434876,5.392702,5.418998,5.2910194,5.2950864
2017-08-12,5.590000152587891,5.48427,5.3765073,5.4606395,5.432726,5.412639,5.426354,5.2944756
2017-08-13,5.5,5.5416956,5.4496193,5.378695,5.4590397,5.4532967,5.418219,5.439619
2017-08-14,5.380000114440918,5.503041,5.504389,5.448738,5.3804874,5.4811234,5.4594426,5.429511
2017-08-15,5.71999979019165,5.429898,5.4943147,5.5024652,5.4476695,5.366072,5.487457,5.471269
2017-08-16,5.559999942779541,5.598749,5.449484,5.493568,5.501194,5.4609547,5.363672,5.5004306
2017-08-17,5.610000133514404,5.541836,5.539337,5.4502177,5.4925303,5.516032,5.465872,5.358424
2017-08-18,5.550000190734863,5.593315,5.531584,5.5370274,5.450557,5.497297,5.521232,5.479614
2017-08-19,5.550000190734863,5.5627155,5.5745807,5.530551,5.5347567,5.450425,5.4993854,5.533782
2017-08-20,5.389999866485596,5.559147,5.5615687,5.5736856,5.529759,5.560691,5.4487715,5.505275
2017-08-21,5.349999904632568,5.471547,5.558273,5.5613294,5.572271,5.5383754,5.5693207,5.446807
2017-08-22,5.699999809265137,5.4397783,5.5058537,5.5582213,5.561004,5.5843787,5.5419593,5.583542
2017-08-23,5.760000228881836,5.596309,5.4746346,5.5072865,5.557994,5.5697827,5.5881987,5.55118
2017-08-24,5.769999980926514,5.6578755,5.5463343,5.4764447,5.508633,5.5611734,5.57183,5.5980477
2017-08-25,5.599999904632568,5.6855607,5.606718,5.544576,5.478151,5.497044,5.5637665,5.576473
2017-08-26,5.739999771118164,5.611794,5.644433,5.604057,5.5432377,5.4613457,5.4939013,5.5679173
2017-08-27,5.5,5.6853166,5.6176467,5.6421833,5.6018686,5.5565195,5.4568973,5.490891
2017-08-28,5.690000057220459,5.5826435,5.6591682,5.617477,5.6395755,5.6202445,5.5604753,5.4484663
2017-08-29,5.440000057220459,5.6837096,5.615199,5.658123,5.616829,5.662049,5.625699,5.5695505
2017-08-30,5.699999809265137,5.5481863,5.6669583,5.616305,5.6567407,5.627922,5.667734,5.636818
2017-08-31,5.71999979019165,5.656808,5.59008,5.6665773,5.617408,5.6752024,5.630228,5.6793056
2017-09-01,5.800000190734863,5.6696057,5.6318636,5.591674,5.665967,5.6103435,5.6820498,5.6329665
2017-09-02,5.96999979019165,5.7308483,5.6462455,5.6312313,5.5934935,5.671418,5.6096783,5.693959
2017-09-03,5.630000114440918,5.831967,5.6955786,5.6450076,5.6304727,5.5779295,5.674174,5.611155
2017-09-04,6.03000020980835,5.6944194,5.7679586,5.6938553,5.6442347,5.6348743,5.573163,5.6826468
2017-09-05,5.989999771118164,5.892571,5.7200155,5.764905,5.6919847,5.653431,5.636902,5.565831
2017-09-06,5.449999809265137,5.9267526,5.8246193,5.7204475,5.7617903,5.7065043,5.65524,5.6406827
2017-09-07,5.789999961853027,5.659409,5.883771,5.822012,5.7205205,5.794925,5.7112613,5.660385
2017-09-08,5.659999847412109,5.7884984,5.744727,5.8812747,5.818932,5.7219734,5.803551,5.719064
2017-09-09,5.869999885559082,5.723957,5.7791224,5.7478876,5.8791537,5.8526917,5.723096,5.821976
2017-09-10,5.519999980926514,5.814724,5.745235,5.779584,5.7502337,5.9061394,5.8633213,5.723008
2017-09-11,5.519999980926514,5.6451817,5.785017,5.7460356,5.779611,5.7246013,5.915098,5.8862667
2017-09-12,5.599999904632568,5.5967555,5.699073,5.7839775,5.7476063,5.7857227,5.7188053,5.9345694
2017-09-13,5.690000057220459,5.598792,5.637776,5.7010427,5.7829037,5.736099,5.7868147,5.7090564
2017-09-14,5.5,5.6651087,5.612529,5.640044,5.7031107,5.785462,5.7345886,5.7926426
2017-09-15,5.960000038146973,5.5596857,5.6558905,5.6135178,5.6419096,5.683516,5.787414,5.7300863
2017-09-16,5.639999866485596,5.791745,5.5941997,5.655638,5.6149683,5.621431,5.675345,5.7952075
2017-09-17,5.599999904632568,5.648549,5.717466,5.5955586,5.6557894,5.603397,5.615637,5.6612186
2017-09-18,5.570000171661377,5.630279,5.661955,5.714681,5.5969768,5.6491833,5.599382,5.599084
2017-09-19,5.639999866485596,5.6087995,5.6492257,5.66177,5.711956,5.5790586,5.6480565,5.5917783
2017-09-20,5.639999866485596,5.6448965,5.6297784,5.6501565,5.661924,5.737589,5.5722585,5.644574
2017-09-21,5.960000038146973,5.641401,5.6455636,5.6308503,5.65033,5.661246,5.7440214,5.56016
2017-09-22,6.0,5.8265686,5.641907,5.6458,5.631994,5.645333,5.6606607,5.7540145
2017-09-23,5.960000038146973,5.86743,5.7570057,5.6419325,5.646205,5.627661,5.64411,5.657162
2017-09-24,5.820000171661377,5.8832016,5.8057346,5.7540774,5.6421566,5.640911,5.625417,5.640861
2017-09-25,6.039999961853027,5.8318343,5.8449817,5.802434,5.7513103,5.6381264,5.641414,5.621393
2017-09-26,5.550000190734863,5.961741,5.833343,5.842749,5.799312,5.7766733,5.63656,5.6404867
2017-09-27,5.909999847412109,5.7300067,5.9148006,5.8330207,5.8399715,5.8301034,5.783641,5.637581
2017-09-28,5.599999904632568,5.892853,5.8013825,5.9128366,5.8321276,5.8673754,5.8386197,5.7970037
2017-09-29,5.599999904632568,5.72526,5.868491,5.803916,5.910612,5.847502,5.875457,5.854807
2017-09-30,5.550000190734863,5.6873374,5.774477,5.8681817,5.8063297,5.9384103,5.852032,5.8906474
2017-10-01,5.519999980926514,5.622891,5.7248,5.776304,5.867441,5.7860417,5.948565,5.8611736
2017-10-02,3.5999999046325684,5.58734,5.662336,5.726872,5.778714,5.8746076,5.7817616,5.9691114
2017-10-03,3.5999999046325684,4.49984,5.623922,5.6643724,5.7286015,5.7592797,5.87779,5.7770185
2017-10-04,5.690000057220459,4.2499437,4.9473696,5.6258574,5.6667705,5.7047434,5.7534914,5.887722
2017-10-05,5.239999771118164,5.178387,4.590597,4.966589,5.628048,5.6453257,5.6989965,5.743923
2017-10-06,5.010000228881836,5.063755,4.9808416,4.6094465,4.9851685,5.601719,5.6369963,5.6872706
2017-10-07,5.199999809265137,4.934583,5.0117464,4.9759398,4.6276474,4.797839,5.594613,5.6227717
2017-10-08,5.159999847412109,4.99282,4.9452662,5.007561,4.9755616,4.4438477,4.7410884,5.5761886
2017-10-09,5.170000076293945,4.9836063,4.9594173,4.945187,5.0068436,4.9757833,4.388466,4.6274858
2017-10-10,5.010000228881836,5.1039166,4.966922,4.9581122,4.9432297,4.9716926,4.9747453,4.2734866
2017-10-11,5.110000133514404,5.123428,5.089028,4.9658766,4.9563794,4.930417,4.9602785,4.9705334
2017-10-12,5.150000095367432,5.1190634,5.1470656,5.0882273,4.9649887,4.9920654,4.9141564,4.9349313
2017-10-13,5.369999885559082,5.1319,5.115195,5.1479063,5.0871506,4.978607,4.9931192,4.879152
2017-10-14,5.340000152587891,5.2654114,5.120209,5.1152644,5.1485434,5.0967307,4.9881325,4.9699974
2017-10-15,5.139999866485596,5.2733,5.2084208,5.1196723,5.115188,5.145328,5.1010075,4.9882073
2017-10-16,5.110000133514404,5.1817126,5.2364745,5.205897,5.1193886,5.117453,5.144076,5.1208296
2017-10-17,5.0,5.151225,5.1973963,5.2343445,5.2034693,5.1235323,5.1190486,5.14448
2017-10-18,5.010000228881836,5.092039,5.1697183,5.1976814,5.232216,5.2251906,5.125218,5.1216846
2017-10-19,5.070000171661377,5.0799575,5.1301584,5.1706505,5.197408,5.253578,5.232023,5.1305246
2017-10-20,4.980000019073486,5.097101,5.1067853,5.1319456,5.171182,5.2011533,5.2592306,5.246812
2017-10-21,5.0,5.0297165,5.104404,5.1082935,5.133787,5.171238,5.2023644,5.2715287
2017-10-22,4.889999866485596,5.0116105,5.054946,5.104976,5.109898,5.1189833,5.1715765,5.203489
2017-10-23,4.730000019073486,4.942536,5.02644,5.0560765,5.105881,5.092487,5.116191,5.172486
2017-10-24,4.639999866485596,4.835882,4.9778657,5.027313,5.057403,5.095125,5.0883617,5.1111984
2017-10-25,4.900000095367432,4.7562566,4.897746,4.979498,5.028209,5.0406265,5.091504,5.0832267
2017-10-26,4.980000019073486,4.863686,4.8230166,4.900702,4.9812837,5.016752,5.0351477,5.0862527
2017-10-27,4.860000133514404,4.9088106,4.8576674,4.826445,4.9036427,4.962866,5.012298,5.0231676
2017-10-28,4.980000019073486,4.8558264,4.8867397,4.858079,4.830029,4.8721104,4.956669,5.002237
2017-10-29,5.050000190734863,4.909134,4.865253,4.885742,4.859058,4.7931113,4.862581,4.9419684
2017-10-30,5.019999980926514,4.9626856,4.8900757,4.865422,4.8854337,4.845969,4.7814903,4.8417654
2017-10-31,5.03000020980835,4.9781375,4.9328747,4.8893614,4.8655233,4.882578,4.8416815,4.7575393
2017-11-01,4.809999942779541,5.0097446,4.962,4.9314203,4.8884735,4.8581467,4.880744,4.831578
2017-11-02,4.880000114440918,4.8991923,4.9952726,4.961014,4.9301324,4.8977427,4.854237,4.876199
2017-11-03,4.929999828338623,4.9122543,4.936262,4.994494,4.959898,4.9448743,4.8986173,4.8443294
2017-11-04,4.849999904632568,4.9379134,4.925167,4.9376717,4.993472,4.9699736,4.949394,4.896905
2017-11-05,4.760000228881836,4.8940754,4.93681,4.926078,4.938853,5.0053,4.973562,4.9547915
2017-11-06,4.760000228881836,4.825478,4.91072,4.9368873,4.926802,4.929906,5.0085287,4.9811783
2017-11-07,5.300000190734863,4.8009133,4.857817,4.911403,4.937313,4.9210854,4.9277873,5.0163226
2017-11-08,5.300000190734863,5.0751247,4.8255258,4.8593407,4.9121737,4.93439,4.9202213,4.922969
2017-11-09,4.929999828338623,5.141721,4.97582,4.8268814,4.8607726,4.900986,4.933971,4.9195523
2017-11-10,4.71999979019165,4.9839106,5.066128,4.971877,4.828324,4.845316,4.8980775,4.9348106
2017-11-11,4.71999979019165,4.84945,5.0072436,5.0619373,4.9684505,4.814085,4.839709,4.893101
2017-11-12,4.590000152587891,4.822309,4.9131117,5.00746,5.0582027,5.000695,4.809511,4.829172
2017-11-13,4.590000152587891,4.740319,4.8707643,4.916023,5.0067186,5.0920177,5.010253,4.798158
2017-11-14,4.599999904632568,4.714483,4.805616,4.8734403,4.9180584,5.011663,5.1015453,5.028895
2017-11-15,4.699999809265137,4.6638975,4.7641826,4.8088474,4.8761964,4.907207,5.012219,5.120918
2017-11-16,4.699999809265137,4.671474,4.699539,4.7669263,4.812515,4.8559866,4.903309,5.012412
2017-11-17,4.460000038146973,4.6640234,4.676742,4.701534,4.7699866,4.7739663,4.8527737,4.8935914
2017-11-18,4.460000038146973,4.538189,4.66803,4.677315,4.7040443,4.733638,4.7646713,4.844882
2017-11-19,4.800000190734863,4.5092845,4.593696,4.668244,4.6783314,4.674559,4.722237,4.7514524
2017-11-20,4.800000190734863,4.6825085,4.551532,4.596067,4.668786,4.6620417,4.6640635,4.703413
2017-11-21,4.909999847412109,4.718577,4.640344,4.553862,4.5983624,4.6586514,4.6558704,4.641489
2017-11-22,4.739999771118164,4.80098,4.686477,4.6389847,4.556107,4.572209,4.6538305,4.639781
2017-11-23,4.360000133514404,4.7319055,4.7524986,4.684693,4.6382256,4.5333138,4.5630865,4.6413355
2017-11-24,4.360000133514404,4.524497,4.7321577,4.750125,4.683405,4.6452622,4.525576,4.5409265
2017-11-25,4.519999980926514,4.490637,4.607748,4.731673,4.747475,4.6908207,4.647189,4.5071025
2017-11-26,4.880000114440918,4.5597324,4.5540032,4.6112504,4.730908,4.7696133,4.692895,4.6490893
2017-11-27,4.880000114440918,4.741933,4.572988,4.5575023,4.614105,4.7423635,4.774605,4.696809
2017-11-28,4.679999828338623,4.7700353,4.673328,4.574176,4.5608187,4.5888057,4.744567,4.7845006
2017-11-29,4.619999885559082,4.67074,4.71781,4.6705623,4.5760937,4.532495,4.5824957,4.7459064
2017-11-30,4.630000114440918,4.626849,4.6747003,4.7149115,4.668547,4.557005,4.5250106,4.567334
2017-12-01,4.630000114440918,4.6460066,4.642975,4.6743336,4.7122917,4.680541,4.5527062,4.512234
2017-12-02,4.639999866485596,4.6624527,4.656092,4.6436863,4.6733327,4.732134,4.684073,4.5458183
2017-12-03,4.690000057220459,4.6719346,4.670126,4.656671,4.643862,4.681895,4.735674,4.6939745
2017-12-04,4.690000057220459,4.6810284,4.6755857,4.6705427,4.6572576,4.6484985,4.6826544,4.7428403
2017-12-05,4.800000190734863,4.6710334,4.6728745,4.6758084,4.6710906,4.6562924,4.649494,4.679502
2017-12-06,4.800000190734863,4.7337165,4.6648226,4.6725593,4.6761155,4.665205,4.6579127,4.647941
2017-12-07,4.440000057220459,4.753609,4.704941,4.664471,4.672334,4.6714673,4.6649137,4.6604548
2017-12-08,4.730000019073486,4.572802,4.7317014,4.703658,4.664172,4.6735206,4.6699767,4.6682053
2017-12-09,4.730000019073486,4.6961837,4.634814,4.7304816,4.7023654,4.666311,4.673416,4.669913
2017-12-10,4.619999885559082,4.710465,4.679992,4.637198,4.729266,4.714718,4.6666555,4.6729884
2017-12-11,4.619999885559082,4.6593704,4.6981363,4.6799264,4.6391816,4.741965,4.7181497,4.666453
2017-12-12,4.300000190734863,4.645203,4.674027,4.6974463,4.679654,4.620056,4.7456107,4.7245417
2017-12-13,4.539999961853027,4.457882,4.6563563,4.674513,4.6973834,4.6849627,4.6146235,4.752573
2017-12-14,4.539999961853027,4.5349865,4.536315,4.6569657,4.674818,4.6999817,4.686699,4.6034184
2017-12-15,4.599999904632568,4.5472603,4.5422244,4.5397234,4.6574254,4.665863,4.7015452,4.6906853
2017-12-16,4.599999904632568,4.572625,4.5527654,4.5433106,4.543091,4.6543164,4.66382,4.705072
2017-12-17,4.599999904632568,4.566362,4.563697,4.5530615,4.5444446,4.510851,4.6516633,4.6613135
2017-12-18,4.389999866485596,4.570585,4.5595617,4.5633674,4.5540895,4.5317483,4.501765,4.6475334
2017-12-19,4.389999866485596,4.4567146,4.5654044,4.559177,4.563124,4.542776,4.528332,4.479864
2017-12-20,4.650000095367432,4.451982,4.49867,4.5651093,4.5588646,4.5580397,4.5390167,4.522334
2017-12-21,4.650000095367432,4.5775704,4.4839144,4.500377,4.5647445,4.5611744,4.5562196,4.532105
2017-12-22,4.730000019073486,4.600151,4.54504,4.485673,4.501929,4.5677376,4.559665,4.551713
2017-12-23,4.820000171661377,4.6527085,4.575385,4.543982,4.4872894,4.487325,4.5684147,4.5559874
2017-12-24,4.820000171661377,4.717125,4.616366,4.574006,4.5433793,4.471846,4.4828486,4.5653667
2017-12-25,5.199999809265137,4.743067,4.669785,4.6145773,4.5730033,4.5497265,4.467523,4.4733787
2017-12-26,4.650000095367432,4.9828706,4.707028,4.6674166,4.6125727,4.5788646,4.551786,4.458462
2017-12-27,4.650000095367432,4.761831,4.872372,4.7050247,4.664937,4.6292915,4.5807347,4.556471
2017-12-28,4.610000133514404,4.7375464,4.797939,4.8673463,4.702781,4.692432,4.633058,4.584917
2017-12-29,4.849999904632568,4.699211,4.7650285,4.798341,4.862135,4.727212,4.6996636,4.640991
2017-12-30,4.849999904632568,4.8179,4.7288694,4.766542,4.798378,4.917016,4.7353344,4.7119555
2017-12-31,4.820000171661377,4.825819,4.788012,4.730388,4.7669225,4.802387,4.9339237,4.749996
2018-01-01,4.550000190734863,4.8163877,4.803065,4.7870436,4.73217,4.766471,4.8045793,4.9700236
2018-01-02,4.550000190734863,4.641314,4.805621,4.8017974,4.7863884,4.7248726,4.767651,4.8104258
2018-01-03,4.800000190734863,4.6204953,4.6921334,4.804931,4.80088,4.7893825,4.7237134,4.7721004
2018-01-04,4.570000171661377,4.7425494,4.6591744,4.694159,4.8039927,4.807279,4.7933407,4.7240453
2018-01-05,4.570000171661377,4.6438756,4.717342,4.661308,4.69586,4.8103952,4.808159,4.8034015
2018-01-06,4.940000057220459,4.614736,4.6749587,4.7166615,4.6632257,4.681766,4.8115163,4.8161864
2018-01-07,4.949999809265137,4.7922163,4.638393,4.6760073,4.7165008,4.646316,4.6767673,4.8117576
2018-01-08,4.949999809265137,4.8311515,4.729343,4.639694,4.6773686,4.7190156,4.6421437,4.6650968
2018-01-09,4.789999961853027,4.868944,4.781103,4.726924,4.640686,4.6590276,4.720387,4.6320252
2018-01-10,4.75,4.811384,4.8308444,4.778354,4.7249293,4.6271367,4.6539,4.7248607
2018-01-11,4.75,4.7822633,4.8173532,4.828728,4.775976,4.7469463,4.6217093,4.644803
2018-01-12,4.940000057220459,4.7871323,4.795547,4.8172145,4.826124,4.796482,4.7523713,4.6113286
2018-01-13,4.940000057220459,4.899458,4.7972403,4.7961597,4.8166056,4.8495617,4.8032403,4.760502
2018-01-14,4.489999771118164,4.9070444,4.8656173,4.7977924,4.796376,4.8284707,4.855618,4.8147573
2018-01-15,6.079999923706055,4.6647444,4.8812814,4.864286,4.7983723,4.7988663,4.8313136,4.8693194
2018-01-16,6.079999923706055,5.4728336,4.743494,4.8798485,4.8631516,4.796147,4.801348,4.835326
2018-01-17,4.909999847412109,5.647548,5.185222,4.746546,4.8785872,4.8737273,4.796878,4.80505
2018-01-18,4.909999847412109,5.1435857,5.4286184,5.1738906,4.749113,4.8897276,4.8779097,4.801915
2018-01-19,4.679999828338623,5.0836043,5.2326818,5.4164953,5.162912,4.722685,4.8928485,4.8892164
2018-01-20,5.010000228881836,4.934576,5.151421,5.234228,5.405764,5.2746077,4.714497,4.901331
2018-01-21,5.010000228881836,5.073225,5.03647,5.1551695,5.232951,5.5142727,5.307339,4.697578
2018-01-22,5.159999847412109,5.1056795,5.0786495,5.04144,5.156633,5.2380977,5.5472884,5.3729134
2018-01-23,5.099999904632568,5.1162195,5.109806,5.0798974,5.0469956,5.169203,5.2403336,5.613614
2018-01-24,5.099999904632568,5.02887,5.0865703,5.1100287,5.0817256,5.012617,5.17072,5.2467775
2018-01-25,5.099999904632568,5.0497336,5.0194135,5.0853567,5.11121,5.0551825,5.010463,5.175255
2018-01-26,5.099999904632568,5.064607,5.0425324,5.0187106,5.0842586,5.093065,5.053431,5.0016594
2018-01-27,5.099999904632568,5.096027,5.0591226,5.042128,5.0180845,5.0854464,5.085214,5.066124
2018-01-28,5.099999904632568,5.10124,5.0918493,5.0588136,5.0414624,5.0237007,5.0839043,5.0816727
2018-01-29,5.099999904632568,5.1066947,5.0980577,5.091613,5.05843,5.047591,5.0225177,5.075755
2018-01-30,5.099999904632568,5.101751,5.1042695,5.097876,5.0913196,5.0649495,5.0492477,5.016299
2018-01-31,5.099999904632568,5.1013303,5.099902,5.10413,5.0976515,5.095045,5.066757,5.0468574
2018-02-01,5.099999904632568,5.1010103,5.0999203,5.0997944,5.1039577,5.1004868,5.096968,5.0701194
2018-02-02,5.099999904632568,5.100766,5.099934,5.099837,5.099662,5.106115,5.1015844,5.100637
2018-02-03,5.099999904632568,5.1005807,5.099945,5.0998693,5.0997343,5.101304,5.1069493,5.1054873
2018-02-04,5.099999904632568,5.100438,5.0999527,5.0998936,5.09979,5.1009836,5.101938,5.109179
2018-02-05,5.099999904632568,5.100331,5.0999575,5.099912,5.0998316,5.1007404,5.1014647,5.1036344
2018-02-06,5.099999904632568,5.100249,5.0999627,5.099925,5.0998635,5.1005545,5.101105,5.1027555
2018-02-07,5.099999904632568,5.100187,5.099966,5.0999365,5.099887,5.1004133,5.1008315,5.102087
2018-02-08,5.099999904632568,5.1001396,5.099969,5.0999446,5.099906,5.100305,5.100623,5.1015778
2018-02-09,5.099999904632568,5.1001034,5.099971,5.099951,5.09992,5.1002235,5.100464,5.10119
2018-02-10,5.099999904632568,5.1000757,5.0999722,5.0999556,5.0999303,5.100161,5.100343,5.100895
2018-02-11,5.099999904632568,5.1000557,5.0999737,5.099959,5.099939,5.1001134,5.100251,5.1006703
2018-02-12,5.099999904632568,5.1000395,5.099975,5.099962,5.0999446,5.1000776,5.1001806,5.1004996
2018-02-13,5.099999904632568,5.1000266,5.0999756,5.0999646,5.09995,5.10005,5.1001277,5.100369
2018-02-14,5.099999904632568,5.100018,5.0999756,5.099966,5.0999537,5.1000295,5.100087,5.1002707
2018-02-15,5.099999904632568,5.100011,5.0999765,5.099967,5.0999565,5.1000137,5.1000566,5.1001954
2018-02-16,5.099999904632568,5.1000056,5.0999765,5.0999684,5.0999584,5.100002,5.1000333,5.100138
2018-02-17,5.099999904632568,5.1000013,5.099977,5.099969,5.0999603,5.0999923,5.1000156,5.100095
