record_date,volume,avg_price
8/25/2017,1247057313,5.6
8/26/2017,1941017138,5.74
8/27/2017,1947731686,5.5
8/28/2017,1210002262,5.69
8/29/2017,675428988,5.44
8/30/2017,1346317754,5.7
8/31/2017,1964037610,5.72
9/1/2017,1099004772,5.8
9/2/2017,1572314781,5.97
9/3/2017,1550926583,5.63
9/4/2017,1384164829,6.03
9/5/2017,1626183628,5.99
9/6/2017,1157072281,5.45
9/7/2017,1253645232,5.79
9/8/2017,1519190579,5.66
9/9/2017,1435303743,5.87
9/10/2017,2007498680,5.52
9/11/2017,2682336859,5.52
9/12/2017,2535374270,5.6
9/13/2017,4610549784,5.69
9/14/2017,1518272933,5.5
9/15/2017,1266752716,5.96
9/16/2017,1808140909,5.64
9/17/2017,1358839348,5.6
9/18/2017,1167734123,5.57
9/19/2017,1523334783,5.64
9/20/2017,1273876661,5.64
9/21/2017,1302774896,5.96
9/22/2017,1355014482,6
9/23/2017,1238035446,5.96
9/24/2017,1671022578,5.82
9/25/2017,2443240103,6.04
9/26/2017,943833784,5.55
9/27/2017,1105696621,5.91
9/28/2017,1361577799,5.6
9/29/2017,993869971,5.6
9/30/2017,1777266592,5.55
10/1/2017,1708702121,5.52
10/2/2017,5830467178,3.6
10/3/2017,2982192408,3.6
10/4/2017,1846041184,5.69
10/5/2017,2583178278,5.24
10/6/2017,2067567175,5.01
10/7/2017,2067876185,5.2
10/8/2017,1894623410,5.16
10/9/2017,881164074,5.17
10/10/2017,2098537673,5.01
10/11/2017,1760189916,5.11
10/12/2017,2668060913,5.15
10/13/2017,1607542015,5.37
10/14/2017,1822528521,5.34
10/15/2017,2362101893,5.14
10/16/2017,1580205556,5.11
10/17/2017,2661060382,5
10/18/2017,1444423682,5.01
10/19/2017,1420522730,5.07
10/20/2017,1929685341,4.98
10/21/2017,1906722998,5
10/22/2017,1968727806,4.89
10/23/2017,1702779838,4.73
10/24/2017,1467488238,4.64
10/25/2017,1184048967,4.9
10/26/2017,1505129415,4.98
10/27/2017,891462416,4.86
10/28/2017,3325484280,4.98
10/29/2017,2954898522,5.05
10/30/2017,1985874047,5.02
10/31/2017,1213901885,5.03
11/1/2017,2051843200,4.81
11/2/2017,1667576847,4.88
11/3/2017,2018374294,4.93
11/4/2017,3099242280,4.85
11/5/2017,2764371113,4.76
11/7/2017,3865529323,5.3
11/9/2017,1816042668,4.93
11/10/2017,1468722148,4.72
11/12/2017,2597323497,4.59
11/14/2017,2251641953,4.6
11/15/2017,1396642219,4.7
11/17/2017,1219209740,4.46
11/18/2017,1643533761,4.46
11/19/2017,3770117039,4.8
11/21/2017,2132518084,4.91
11/22/2017,1635009681,4.74
11/23/2017,1582761390,4.36
11/25/2017,1761358956,4.52
11/26/2017,2389427699,4.88
11/28/2017,1496371361,4.68
11/29/2017,1791084981,4.62
11/30/2017,1613668691,4.63
12/2/2017,2422954243,4.64
12/3/2017,1326940961,4.69
12/5/2017,1619018428,4.8
12/7/2017,1648319704,4.44
12/8/2017,1800623971,4.73
12/10/2017,2571383260,4.62
12/12/2017,868347872,4.3
12/13/2017,1350852305,4.54
12/15/2017,1835753533,4.6
12/17/2017,2171307821,4.6
12/18/2017,1363421555,4.39
12/20/2017,1069687830,4.65
12/22/2017,870514200,4.73
12/23/2017,1763620555,4.82
12/25/2017,2677665755,5.2
12/26/2017,1413839524,4.65
12/28/2017,1697590814,4.61
12/29/2017,1683204782,4.85
12/31/2017,1439500186,4.82
1/1/2018,1915309326,4.55
1/3/2018,2099771225,4.8
1/4/2018,1574349059,4.57
1/6/2018,1635390524,4.94
1/7/2018,1434037176,4.95
1/9/2018,1176281212,4.79
1/10/2018,1758116135,4.75
1/12/2018,1936742983,4.94
1/14/2018,2658260660,4.49
1/15/2018,2695137812,6.08
1/17/2018,1223891340,4.91
1/19/2018,1032378074,4.68
1/20/2018,1148043160,5.01
1/22/2018,2081526255,5.16
1/23/2018,1025581922,5.1
2/19/2018,1423023359,5.85
2/20/2018,1916117598,5.58
2/21/2018,2084378261,5.68
2/22/2018,1744950053,5.5
2/23/2018,1434513996,5.41
2/24/2018,1235688914,5.57
2/25/2018,1157998426,5.3
2/26/2018,2617562593,5.26
2/27/2018,1117914195,5.47
2/28/2018,1775827735,5.18
3/1/2018,1354584201,5.35
3/2/2018,1124610531,5.29
3/3/2018,995294040,5.37
3/4/2018,2338752550,5.32
3/5/2018,1932600545,5.44
3/6/2018,1516819611,5.38
3/7/2018,2185529598,5.31
3/8/2018,1078719147,5.42
3/9/2018,3184762838,5.1
3/10/2018,1621897826,5.34
3/11/2018,2689505800,5.2
3/12/2018,1587399244,5.2
3/13/2018,1385010525,5.2
3/14/2018,1276655957,5.2
3/15/2018,1090193163,5.2
3/16/2018,1321405159,5.28
3/17/2018,1927014305,5.23
3/18/2018,2356776359,5.21
3/19/2018,1969245737,5.05
3/20/2018,1040017089,5.05
3/21/2018,1266729913,5.32
3/22/2018,1242076536,5.31
3/23/2018,1301327414,5.17
3/24/2018,1343761887,5.17
3/25/2018,1903784224,5.3
3/26/2018,1871053915,5.3
3/27/2018,1559808892,5.28
3/28/2018,2033013020,5.27
3/29/2018,1492571705,5.37
3/30/2018,1409879898,5.3
3/31/2018,1954030603,5.27
4/1/2018,1714929047,5.35
4/2/2018,1867035188,5.38
4/3/2018,2212564606,5.42
4/4/2018,1555542696,5.36
4/5/2018,1040390992,5.14
4/6/2018,985786188,5.26
4/7/2018,1184587941,5.3
4/8/2018,1620468788,5.37
4/9/2018,1632056601,5.35
4/10/2018,1113251988,5.17
4/11/2018,2009171078,5.12
4/12/2018,877607859,5.13
4/13/2018,1529752331,5.3
4/14/2018,1671436257,5.24
4/15/2018,1524367752,5.25
4/16/2018,2283096239,5.39
4/17/2018,2400672799,5.18
4/18/2018,2092632147,5.21
4/19/2018,1703416450,5.38
4/20/2018,1899644722,5.33
4/21/2018,953369879,5.51
4/22/2018,2471276367,5.53
4/23/2018,1420243331,5.31
4/24/2018,1232810464,5.27
4/25/2018,1208589167,5.38
4/26/2018,1419859105,5.37
4/27/2018,1699353439,5.09
4/28/2018,1035557065,5.33
4/29/2018,1733326435,5.21
4/30/2018,1180774042,5.28
5/1/2018,1359987631,5.26
5/2/2018,913109448,5.31
5/3/2018,1936412736,5.32
5/4/2018,1263881466,5.37
5/5/2018,1482990095,5.47
5/6/2018,1795447610,5.49
5/7/2018,1585815819,5.28
5/8/2018,1181275100,5.26
5/9/2018,1618320444,5.3
5/10/2018,895137797,5.46
5/11/2018,1463427138,5.23
5/12/2018,2114114698,5.5
5/13/2018,1925899852,5.43
5/14/2018,1654505236,5.4
5/15/2018,2387484798,5.34
5/16/2018,1255174170,5.85
5/17/2018,2106581005,5.42
5/18/2018,1457321484,5.29
5/22/2018,1854252000,5.28
5/23/2018,1856772179,5.4
5/24/2018,993306025,5.4
5/25/2018,1174677382,5.3
5/26/2018,1138439532,5.38
5/27/2018,2452615549,5.37
5/28/2018,2700754131,5.27
5/29/2018,1669846098,5.2
5/30/2018,1707771319,5.2
5/31/2018,1733726604,5.13
6/1/2018,2601819423,5.03
6/2/2018,1620646082,5.56
6/3/2018,1195003813,5.17
6/4/2018,2039413607,5.55
6/5/2018,2448282498,5.21
6/6/2018,1267070058,5.38
6/7/2018,1588479874,5.69
6/8/2018,2544788926,5.4
6/9/2018,1705888052,5.39
6/10/2018,1948964213,5.2
6/11/2018,1759979838,5.28
6/12/2018,824008050,5.2
6/13/2018,1814789116,5.21
6/14/2018,656571578,5.04
6/15/2018,1463616176,5
6/16/2018,1056049134,5.01
6/17/2018,2379504047,5.1
6/18/2018,860952406,5.13
6/19/2018,1535677298,5.1
6/20/2018,1274155515,5.12
6/21/2018,979659245,5.14
6/22/2018,1928047610,5.17
6/23/2018,1235073912,5.03
6/24/2018,1774337673,5.1
6/25/2018,1170113948,5.22
6/26/2018,1698784004,4.98
6/27/2018,1794332492,4.98
6/28/2018,2000017940,4.99
6/29/2018,561318301,5
6/30/2018,1052269180,4.8
7/1/2018,2231206173,4.99
7/2/2018,1288111980,5
7/3/2018,1509653740,4.99
7/4/2018,783954976,5.08
7/5/2018,1498668137,5.08
7/6/2018,1690741602,4.97
7/7/2018,1174288152,5
7/8/2018,1887508854,5
7/9/2018,1607508013,5.06
7/10/2018,1519357723,4.92
7/11/2018,1649939974,5.07
7/12/2018,1850470473,4.97
7/13/2018,1902485467,5.06
7/14/2018,1610705745,5.08
7/15/2018,1576073254,5.18
7/16/2018,1136727265,5.15
7/17/2018,1738538215,5.2
7/18/2018,1420461758,5.17
7/19/2018,1077565566,5.18
7/20/2018,2416293954,5.13
7/21/2018,1694049345,5.26
7/22/2018,1585333775,5.37
7/23/2018,1660754582,5.38
7/24/2018,1224237020,5.83
7/25/2018,1711300897,5.21
7/26/2018,1500834725,5.45
7/27/2018,1523762327,5.21
7/28/2018,1595807243,5.21
7/29/2018,1534926610,5.51
7/30/2018,1539414679,5.87
7/31/2018,1164284144,6.82
8/1/2018,1855657311,5.98
8/2/2018,996018264,6.6
8/3/2018,1325451882,6.34
8/4/2018,1906223905,6
8/5/2018,1608754354,6.09
8/6/2018,1577732391,5.72
8/7/2018,1470598775,6.24
8/8/2018,851527722,6.71
8/9/2018,1381025469,6.98
8/10/2018,1942482933,6.73
8/11/2018,2051928760,6.22
8/12/2018,1387067591,6.3
8/13/2018,2970029670,6.04
8/14/2018,1290095311,6.23
8/15/2018,1331924632,6.98
8/16/2018,2608328830,6.98
8/17/2018,1505105103,7.1
8/18/2018,1125902484,7.27
8/19/2018,1825972538,7.21
8/20/2018,1925247216,7.2
8/21/2018,1913962404,7.2
8/22/2018,2193456346,7.04
8/23/2018,1793467489,7.2
8/24/2018,1312323824,6.79
8/25/2018,2053686792,6.67
8/26/2018,2812308794,6.75
8/27/2018,1176766167,6.42
8/28/2018,1370969569,6.37
8/29/2018,1730316477,6.4
8/30/2018,2271877056,6.36
8/31/2018,1933307612,6.16
9/1/2018,1043287093,6.21
9/2/2018,1959663763,6.47
9/3/2018,2137924480,6.1
9/4/2018,2551705326,6.13
9/5/2018,864737400,6.01
9/6/2018,1192189850,5.81
9/7/2018,634306678,6
9/8/2018,1517904717,5.9
9/9/2018,1871323234,5.9
9/10/2018,1229577888,5.98
9/11/2018,1074611632,5.96
9/12/2018,715467376,5.96
9/13/2018,722136472,5.85
9/14/2018,1341357564,5.93
9/15/2018,1409747631,5.83
9/16/2018,2366197212,5.5
9/17/2018,1766838135,5.3
9/18/2018,1893009077,5.32
9/19/2018,1956687320,5.68
9/20/2018,1536618633,5.61
9/21/2018,1504520335,5.56
9/22/2018,1022442347,5.55
9/23/2018,2404873903,5.41
9/24/2018,2058878042,5.42
9/25/2018,1313374191,5.37
9/26/2018,1264553909,5.39
9/27/2018,2224651674,5.6
9/28/2018,2055517395,5.36
9/29/2018,2043819816,5.1
9/30/2018,1088495983,5.23
10/1/2018,1851102803,5.13
10/2/2018,2847382395,5.32
10/3/2018,1747520174,5.12
10/4/2018,1560572644,5.2
10/5/2018,2372160311,5.21
10/6/2018,2353533272,5.34
10/7/2018,1521818268,5.2
10/8/2018,1400090866,5.1
10/9/2018,1332027698,5.25
10/10/2018,1489757880,5.08
10/11/2018,1889133721,5.05
10/12/2018,1445364070,5.12
10/13/2018,2151418956,5.11
10/14/2018,2004917564,5
10/15/2018,928564786,5.2
10/16/2018,1368152331,5.06
10/17/2018,2255410555,5.07
10/18/2018,1388301093,5
10/19/2018,1784792446,5.15
10/20/2018,1898536419,5
10/21/2018,3177070977,4.85
10/22/2018,1204788140,4.96
10/23/2018,2045454049,5.03
10/24/2018,1840044990,4.95
10/25/2018,1114339774,5.01
10/26/2018,1774882408,4.84
10/27/2018,1625324092,5.08
10/28/2018,1977590389,4.98
10/29/2018,1703400992,5.08
10/30/2018,751882978,4.97
10/31/2018,1562851820,5.06
11/1/2018,1457039187,5.02
11/2/2018,1549743821,4.95
11/3/2018,1769401063,5
11/4/2018,1523975755,4.96
11/5/2018,1808215590,4.9
11/6/2018,970406896,4.98
11/7/2018,1868400366,4.62
11/8/2018,2502903920,5
11/9/2018,1699038453,4.98
11/10/2018,2562585303,5.02
11/11/2018,1388253998,4.97
11/12/2018,1247962220,4.9
11/13/2018,1997953982,4.87
11/14/2018,1394834558,4.95
11/15/2018,1005434010,4.85
11/16/2018,1395194358,5.01
11/17/2018,2565339577,4.9
